2026-02-02 00:22:24,752 [bot] ERROR: DISCORD_BOT_TOKEN missing.
2026-02-02 00:58:09,528 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61219874/users?limit=100&sortOrder=Asc&cursor=eyJrZXkiOiJpZF8yendBQUFZb0NhT2dkenhjSnVLNVpMWENkIiwic29ydE9yZGVyIjoiQXNjIiwicGFnaW5nRGlyZWN0aW9uIjoiRm9yd2FyZCIsInBhZ2VOdW1iZXIiOjEsImRpc2NyaW1pbmF0b3IiOiJncm91cElkOjEwMjYxMDIzcm9sZVNldElkOjYxMjE5ODc0IiwiY291bnQiOjEwMH0KYWY0ZjRlNzFhOTc2MThlZTAzNjA3N2E2OTZmMGM0MTY4MDc0YjMwNzdjNjg0ZWIzOTU3ZTA5NzhkZDBmYjZjZQ=='
2026-02-02 00:58:09,530 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61911341/users?limit=100&sortOrder=Asc&cursor=eyJrZXkiOiJpZF8yendBQUFZb0ItbUpaenk0WXNnZ0RIbmVCIiwic29ydE9yZGVyIjoiQXNjIiwicGFnaW5nRGlyZWN0aW9uIjoiRm9yd2FyZCIsInBhZ2VOdW1iZXIiOjEsImRpc2NyaW1pbmF0b3IiOiJncm91cElkOjEwMjYxMDIzcm9sZVNldElkOjYxOTExMzQxIiwiY291bnQiOjEwMH0KNmQwYzAwMWFiMDYxYzVlNWQyMDQ0OGVmODc1YTJhYTM0YzgyOTAzOTYwMDk2YjA2ODFlZWExMjM0ZTM1NDRiNg=='
2026-02-02 00:58:09,532 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61221274/users?limit=100&sortOrder=Asc&cursor=eyJrZXkiOiJpZF8yendBQUFZb0NrVWN5enkzZVlsNUFZeDduIiwic29ydE9yZGVyIjoiQXNjIiwicGFnaW5nRGlyZWN0aW9uIjoiRm9yd2FyZCIsInBhZ2VOdW1iZXIiOjEsImRpc2NyaW1pbmF0b3IiOiJncm91cElkOjEwMjYxMDIzcm9sZVNldElkOjYxMjIxMjc0IiwiY291bnQiOjEwMH0KOTI3MmE0NjgyNjZiYTY3MDkyMDVhNjhiMjJlYWU1MTcxMTQzNjI5YTZlMzIxM2VlMmYwOWFjNzdhNGQxZDQ3ZA=='
2026-02-02 00:58:09,534 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61222552/users?limit=100&sortOrder=Asc&cursor=eyJrZXkiOiJpZF8yendBQUFZb0s0OG1OendjWjlybl9lc3NiIiwic29ydE9yZGVyIjoiQXNjIiwicGFnaW5nRGlyZWN0aW9uIjoiRm9yd2FyZCIsInBhZ2VOdW1iZXIiOjEsImRpc2NyaW1pbmF0b3IiOiJncm91cElkOjEwMjYxMDIzcm9sZVNldElkOjYxMjIyNTUyIiwiY291bnQiOjEwMH0KNGMyZjI2ZjEzOGVlYjU0MGYwMjNmN2E2MTRlNmIzYjRiMmQ1ODZjMWY3NDg2YmQ0NjRlMzQ5YTMzN2YxZmY1OA=='
2026-02-02 00:58:09,535 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61222193/users?limit=100&sortOrder=Asc'
2026-02-02 00:58:09,537 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61222134/users?limit=100&sortOrder=Asc'
2026-02-02 00:58:09,538 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61222531/users?limit=100&sortOrder=Asc'
2026-02-02 00:58:09,539 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61221017/users?limit=100&sortOrder=Asc'
2026-02-02 00:58:09,541 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61222504/users?limit=100&sortOrder=Asc'
2026-02-02 00:58:09,542 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61219873/users?limit=100&sortOrder=Asc'
2026-02-02 00:58:09,544 [bot] ERROR: Role task failed: 429, message='Too Many Requests', url='https://groups.roproxy.com/v1/groups/10261023/roles/61222063/users?limit=100&sortOrder=Asc'
